"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","MEASYEAR","SOILSPCT","COMPCPCT","TYPRTDCD","TYPCMPCD","TYPAREACD","TYPOTHRCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"168971830010661","65957390010661",2002,27,31,21102,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971831010661","65957390010661",2002,27,31,21102,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971832010661","65957390010661",2002,27,31,21102,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971833010661","65957822010661",2002,27,31,29131,1,2002,70,0,,,,,"",2008-10-28,"10661","",,""
"168971834010661","65957822010661",2002,27,31,29131,2,2002,50,0,,,,,"",2008-10-28,"10661","",,""
"168971835010661","65957822010661",2002,27,31,29131,3,2002,10,0,,,,,"",2008-10-28,"10661","",,""
"168971836010661","65957822010661",2002,27,31,29131,4,2002,80,0,,,,,"",2008-10-28,"10661","",,""
"168971837010661","65957876010661",2002,27,31,29130,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971838010661","65957876010661",2002,27,31,29130,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971839010661","65957876010661",2002,27,31,29130,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971840010661","65957876010661",2002,27,31,29130,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"76465586010538","65963731010661",2002,27,1,20963,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465587010538","65963731010661",2002,27,1,20963,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465588010538","65963731010661",2002,27,1,20963,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465589010538","65963731010661",2002,27,1,20963,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465613010538","65968695010661",2002,27,5,20159,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465614010538","65968695010661",2002,27,5,20159,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465615010538","65968695010661",2002,27,5,20159,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465616010538","65968695010661",2002,27,5,20159,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465624010538","65977023010661",2002,27,7,21005,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465625010538","65977023010661",2002,27,7,21005,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465626010538","65977023010661",2002,27,7,21005,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465627010538","65977023010661",2002,27,7,21005,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466064010538","65991184010661",2002,27,169,20062,1,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76466065010538","65991184010661",2002,27,169,20062,2,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76466066010538","65991184010661",2002,27,169,20062,3,2002,15,0,,,,,"",2007-11-29,"10661","",,""
"76466067010538","65991184010661",2002,27,169,20062,4,2002,60,0,,,,,"",2007-11-29,"10661","",,""
"76466046010538","66000548010661",2002,27,153,20202,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466047010538","66000548010661",2002,27,153,20202,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466048010538","66000548010661",2002,27,153,20202,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466039010538","66002263010661",2002,27,153,20056,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466040010538","66002263010661",2002,27,153,20056,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466041010538","66002263010661",2002,27,153,20056,4,2002,20,0,,,,,"",2007-11-29,"10661","",,""
"76466053010538","66005199010661",2002,27,159,20161,1,2002,1,10,1,0,0,0,"",2007-11-29,"10661","",,""
"76466054010538","66005199010661",2002,27,159,20161,2,2002,1,5,1,0,0,0,"",2007-11-29,"10661","",,""
"76466055010538","66005199010661",2002,27,159,20161,3,2002,0,1,1,0,0,0,"",2007-11-29,"10661","",,""
"76466056010538","66005199010661",2002,27,159,20161,4,2002,0,1,1,0,0,0,"",2007-11-29,"10661","",,""
"76465917010538","66010674010661",2002,27,135,20448,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465918010538","66010674010661",2002,27,135,20448,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465919010538","66010674010661",2002,27,135,20448,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465920010538","66010674010661",2002,27,135,20448,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"168971875010661","66011642010661",2002,27,137,20299,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971876010661","66011642010661",2002,27,137,20299,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971877010661","66011642010661",2002,27,137,20299,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971878010661","66011642010661",2002,27,137,20299,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971879010661","66011789010661",2002,27,137,20302,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971880010661","66011789010661",2002,27,137,20302,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971881010661","66011789010661",2002,27,137,20302,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971882010661","66011789010661",2002,27,137,20302,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"76465925010538","66013527010661",2002,27,137,26908,1,2002,10,0,,,,,"",2007-11-29,"10661","",,""
"76465926010538","66013527010661",2002,27,137,26908,2,2002,5,0,,,,,"",2007-11-29,"10661","",,""
"76465927010538","66013527010661",2002,27,137,26908,3,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76465928010538","66013527010661",2002,27,137,26908,4,2002,5,0,,,,,"",2007-11-29,"10661","",,""
"76465957010538","66019732010661",2002,27,137,25913,1,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76465958010538","66019732010661",2002,27,137,25913,2,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76465959010538","66019732010661",2002,27,137,25913,3,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76465960010538","66019732010661",2002,27,137,25913,4,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76466011010538","66031590010661",2002,27,137,25084,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466012010538","66031590010661",2002,27,137,25084,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466013010538","66031590010661",2002,27,137,25084,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76466014010538","66031590010661",2002,27,137,25084,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465990010538","66035959010661",2002,27,137,25186,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465991010538","66035959010661",2002,27,137,25186,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465992010538","66035959010661",2002,27,137,25186,3,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465993010538","66035959010661",2002,27,137,25186,4,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"168971883010661","66037904010661",2002,27,137,25274,1,2002,1,0,,,,,"",2008-10-28,"10661","",,""
"168971884010661","66037904010661",2002,27,137,25274,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971885010661","66037904010661",2002,27,137,25274,4,2002,0,5,1,0,0,0,"",2008-10-28,"10661","",,""
"168971886010661","66041989010661",2002,27,137,25350,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971887010661","66041989010661",2002,27,137,25350,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971888010661","66041989010661",2002,27,137,25350,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971889010661","66041989010661",2002,27,137,25350,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971890010661","66042121010661",2002,27,137,25143,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971891010661","66042121010661",2002,27,137,25143,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971892010661","66042121010661",2002,27,137,25143,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971893010661","66042121010661",2002,27,137,25143,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971894010661","66043419010661",2002,27,137,26120,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971895010661","66043419010661",2002,27,137,26120,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"76465898010538","65882896010661",2002,27,115,20358,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"168971896010661","66043419010661",2002,27,137,26120,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971897010661","66043419010661",2002,27,137,26120,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971898010661","66043446010661",2002,27,137,29395,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971899010661","66043446010661",2002,27,137,29395,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971900010661","66044177010661",2002,27,137,27638,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971901010661","66044177010661",2002,27,137,27638,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971902010661","66044177010661",2002,27,137,27638,3,2002,10,0,,,,,"",2008-10-28,"10661","",,""
"76465676010538","65167030010661",2000,27,21,20153,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465677010538","65167030010661",2000,27,21,20153,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465678010538","65167030010661",2000,27,21,20153,4,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465655010538","65170229010661",2000,27,21,20347,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465656010538","65170229010661",2000,27,21,20347,2,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465657010538","65170229010661",2000,27,21,20347,3,2000,15,20,0,1,0,0,"",2007-11-29,"10661","",,""
"76465658010538","65170229010661",2000,27,21,20347,4,2000,10,5,0,1,0,0,"",2007-11-29,"10661","",,""
"76465648010538","65176725010661",2000,27,21,21061,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465649010538","65176725010661",2000,27,21,21061,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465650010538","65176725010661",2000,27,21,21061,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465651010538","65176725010661",2000,27,21,21061,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465659010538","65178718010661",2000,27,21,20781,1,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465660010538","65178718010661",2000,27,21,20781,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465661010538","65178718010661",2000,27,21,20781,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465662010538","65178718010661",2000,27,21,20781,4,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465682010538","65187087010661",2000,27,29,20135,1,2000,10,5,0,1,0,0,"",2007-11-29,"10661","",,""
"76465683010538","65187087010661",2000,27,29,20135,2,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465684010538","65187087010661",2000,27,29,20135,3,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465685010538","65187087010661",2000,27,29,20135,4,2000,5,5,0,1,0,0,"",2007-11-29,"10661","",,""
"76465590010538","65191425010661",2000,27,1,20928,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465591010538","65191425010661",2000,27,1,20928,2,2000,5,5,0,1,0,0,"",2007-11-29,"10661","",,""
"76465592010538","65191425010661",2000,27,1,20928,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465593010538","65191425010661",2000,27,1,20928,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465582010538","65193941010661",2000,27,1,20597,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465583010538","65193941010661",2000,27,1,20597,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465584010538","65193941010661",2000,27,1,20597,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465585010538","65193941010661",2000,27,1,20597,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465609010538","65201955010661",2000,27,5,20429,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465610010538","65201955010661",2000,27,5,20429,2,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465611010538","65201955010661",2000,27,5,20429,3,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465612010538","65201955010661",2000,27,5,20429,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465605010538","65202302010661",2000,27,5,20411,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465606010538","65202302010661",2000,27,5,20411,2,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465607010538","65202302010661",2000,27,5,20411,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465608010538","65202302010661",2000,27,5,20411,4,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465602010538","65204361010661",2000,27,5,20184,1,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465603010538","65204361010661",2000,27,5,20184,3,2000,1,20,0,1,0,0,"",2007-11-29,"10661","",,""
"76465604010538","65204361010661",2000,27,5,20184,4,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465632010538","65208445010661",2000,27,7,20715,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465633010538","65208445010661",2000,27,7,20715,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465634010538","65208445010661",2000,27,7,20715,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465635010538","65208445010661",2000,27,7,20715,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465620010538","65212504010661",2000,27,7,21170,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465621010538","65212504010661",2000,27,7,21170,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465622010538","65212504010661",2000,27,7,21170,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465623010538","65212504010661",2000,27,7,21170,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465628010538","65214546010661",2000,27,7,21448,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465629010538","65214546010661",2000,27,7,21448,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465630010538","65214546010661",2000,27,7,21448,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465631010538","65214546010661",2000,27,7,21448,4,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76466068010538","65221755010661",2000,27,171,20396,1,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76466069010538","65221755010661",2000,27,171,20396,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466070010538","65221755010661",2000,27,171,20396,3,2000,0,5,0,0,1,0,"",2007-11-29,"10661","",,""
"76466071010538","65221755010661",2000,27,171,20396,4,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76466031010538","65223108010661",2000,27,137,25025,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466032010538","65223108010661",2000,27,137,25025,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466033010538","65223108010661",2000,27,137,25025,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466034010538","65223108010661",2000,27,137,25025,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466023010538","65227592010661",2000,27,137,26451,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466024010538","65227592010661",2000,27,137,26451,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466025010538","65227592010661",2000,27,137,26451,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466026010538","65227592010661",2000,27,137,26451,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466015010538","65228119010661",2000,27,137,27743,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466016010538","65228119010661",2000,27,137,27743,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466017010538","65228119010661",2000,27,137,27743,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466018010538","65228119010661",2000,27,137,27743,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465998010538","65229642010661",2000,27,137,26245,1,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465999010538","65229642010661",2000,27,137,26245,3,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76466000010538","65229642010661",2000,27,137,26245,4,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465984010538","65230923010661",2000,27,137,29228,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465985010538","65230923010661",2000,27,137,29228,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465986010538","65230923010661",2000,27,137,29228,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465987010538","65230923010661",2000,27,137,29228,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465949010538","65232287010661",2000,27,137,26113,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465950010538","65232287010661",2000,27,137,26113,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465951010538","65232287010661",2000,27,137,26113,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465952010538","65232287010661",2000,27,137,26113,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465945010538","65233192010661",2000,27,137,25619,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465946010538","65233192010661",2000,27,137,25619,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465947010538","65233192010661",2000,27,137,25619,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465948010538","65233192010661",2000,27,137,25619,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466035010538","65235855010661",2000,27,143,20077,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466036010538","65235855010661",2000,27,143,20077,2,2000,20,15,0,0,1,0,"",2007-11-29,"10661","",,""
"76466037010538","65235855010661",2000,27,143,20077,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466038010538","65235855010661",2000,27,143,20077,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76466042010538","65241034010661",2000,27,153,20138,1,2000,20,10,0,1,1,0,"",2007-11-29,"10661","",,""
"76466043010538","65241034010661",2000,27,153,20138,2,2000,5,90,0,1,1,0,"",2007-11-29,"10661","",,""
"76466044010538","65241034010661",2000,27,153,20138,3,2000,5,90,0,1,0,0,"",2007-11-29,"10661","",,""
"76466045010538","65241034010661",2000,27,153,20138,4,2000,5,95,0,1,0,0,"",2007-11-29,"10661","",,""
"76466049010538","65244177010661",2000,27,157,20006,1,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76466050010538","65244177010661",2000,27,157,20006,2,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76466051010538","65244177010661",2000,27,157,20006,3,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76466052010538","65244177010661",2000,27,157,20006,4,2000,20,0,,,,,"",2007-11-29,"10661","",,""
"76466057010538","65244996010661",2000,27,159,20289,1,2000,15,15,0,0,1,0,"",2007-11-29,"10661","",,""
"76466058010538","65244996010661",2000,27,159,20289,2,2000,5,10,0,0,1,0,"",2007-11-29,"10661","",,""
"76466059010538","65244996010661",2000,27,159,20289,3,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"168971903010661","66044177010661",2002,27,137,27638,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971904010661","66044457010661",2002,27,137,26910,1,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971905010661","66044457010661",2002,27,137,26910,2,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971906010661","66044457010661",2002,27,137,26910,3,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"168971907010661","66044457010661",2002,27,137,26910,4,2002,0,0,,,,,"",2008-10-28,"10661","",,""
"76465964010538","66047441010661",2002,27,137,26482,1,2002,10,0,,,,,"",2007-11-29,"10661","",,""
"76465965010538","66047441010661",2002,27,137,26482,2,2002,1,0,,,,,"",2007-11-29,"10661","",,""
"76465966010538","66047441010661",2002,27,137,26482,3,2002,5,0,,,,,"",2007-11-29,"10661","",,""
"76465967010538","66047441010661",2002,27,137,26482,4,2002,50,0,,,,,"",2007-11-29,"10661","",,""
"76465869010538","66050508010661",2002,27,95,20018,1,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465870010538","66050508010661",2002,27,95,20018,2,2002,0,0,,,,,"",2007-11-29,"10661","",,""
"76465894010538","65255348010661",2000,27,115,20595,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465895010538","65255348010661",2000,27,115,20595,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465896010538","65255348010661",2000,27,115,20595,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465908010538","65266186010661",2000,27,119,20049,1,2000,1,99,0,0,1,0,"",2007-11-29,"10661","",,""
"76465909010538","65266186010661",2000,27,119,20049,2,2000,1,99,0,0,1,0,"",2007-11-29,"10661","",,""
"76465910010538","65266186010661",2000,27,119,20049,3,2000,1,99,0,0,1,0,"",2007-11-29,"10661","",,""
"76465911010538","65266186010661",2000,27,119,20049,4,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465912010538","65273886010661",2000,27,131,20064,1,2000,65,0,,,,,"",2007-11-29,"10661","",,""
"76465913010538","65273886010661",2000,27,131,20064,2,2000,40,0,,,,,"",2007-11-29,"10661","",,""
"76465914010538","65273886010661",2000,27,131,20064,3,2000,0,30,0,1,0,0,"",2007-11-29,"10661","",,""
"76465915010538","65273886010661",2000,27,131,20064,4,2000,20,0,,,,,"",2007-11-29,"10661","",,""
"76465921010538","65276276010661",2000,27,135,20405,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465922010538","65276276010661",2000,27,135,20405,2,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465923010538","65276276010661",2000,27,135,20405,3,2000,5,20,0,0,1,0,"",2007-11-29,"10661","",,""
"76465924010538","65276276010661",2000,27,135,20405,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465737010538","65063015010661",2000,27,57,20374,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465738010538","65063015010661",2000,27,57,20374,2,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465739010538","65063015010661",2000,27,57,20374,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465740010538","65063015010661",2000,27,57,20374,4,2000,1,0,,,,,"",2007-11-29,"10661","",,""
"76465762010538","65077471010661",2000,27,61,20718,1,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465763010538","65077471010661",2000,27,61,20718,2,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465764010538","65077471010661",2000,27,61,20718,3,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465765010538","65077471010661",2000,27,61,20718,4,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465758010538","65094049010661",2000,27,61,20177,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465759010538","65094049010661",2000,27,61,20177,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465760010538","65094049010661",2000,27,61,20177,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465761010538","65094049010661",2000,27,61,20177,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465771010538","65124858010661",2000,27,67,20166,1,2000,10,20,0,1,0,0,"",2007-11-29,"10661","",,""
"76465772010538","65124858010661",2000,27,67,20166,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465773010538","65124858010661",2000,27,67,20166,3,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465774010538","65124858010661",2000,27,67,20166,4,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465690010538","65136509010661",2000,27,31,29124,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465691010538","65136509010661",2000,27,31,29124,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465692010538","65136509010661",2000,27,31,29124,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465693010538","65136509010661",2000,27,31,29124,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465712010538","65140738010661",2000,27,31,29094,1,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465713010538","65140738010661",2000,27,31,29094,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465714010538","65140738010661",2000,27,31,29094,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465715010538","65140738010661",2000,27,31,29094,4,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465702010538","65141891010661",2000,27,31,29125,1,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465703010538","65141891010661",2000,27,31,29125,2,2000,15,0,,,,,"",2007-11-29,"10661","",,""
"76465704010538","65141891010661",2000,27,31,29125,3,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465705010538","65141891010661",2000,27,31,29125,4,2000,10,0,,,,,"",2007-11-29,"10661","",,""
"76465723010538","65146722010661",2000,27,35,20305,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465724010538","65146722010661",2000,27,35,20305,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465725010538","65146722010661",2000,27,35,20305,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465726010538","65146722010661",2000,27,35,20305,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465719010538","65149604010661",2000,27,35,20450,1,2000,5,5,0,1,0,0,"",2007-11-29,"10661","",,""
"76465720010538","65149604010661",2000,27,35,20450,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465721010538","65149604010661",2000,27,35,20450,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465722010538","65149604010661",2000,27,35,20450,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465727010538","65156742010661",2000,27,49,20058,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465728010538","65156742010661",2000,27,49,20058,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465729010538","65156742010661",2000,27,49,20058,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465730010538","65156742010661",2000,27,49,20058,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465731010538","65157316010661",2000,27,49,20087,1,2000,20,0,,,,,"",2007-11-29,"10661","",,""
"76465732010538","65157316010661",2000,27,49,20087,4,2000,25,0,,,,,"",2007-11-29,"10661","",,""
"76465640010538","65163316010661",2000,27,17,20343,1,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465641010538","65163316010661",2000,27,17,20343,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465642010538","65163316010661",2000,27,17,20343,3,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465643010538","65163316010661",2000,27,17,20343,4,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465671010538","65166864010661",2000,27,21,20803,1,2000,5,0,,,,,"",2007-11-29,"10661","",,""
"76465672010538","65166864010661",2000,27,21,20803,2,2000,0,0,,,,,"",2007-11-29,"10661","",,""
"76465673010538","65166864010661",2000,27,21,20803,3,2000,0,15,0,1,0,0,"",2007-11-29,"10661","",,""
"76465674010538","65166864010661",2000,27,21,20803,4,2000,20,0,,,,,"",2007-11-29,"10661","",,""
